city,Customer_Name,Customer_Segment,Discount,Number_of_Records,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Container,Product_Sub_Category,Profit,Region,Row_ID,Sales,Ship_Date,Ship_Mode,Shipping_Cost,State,Unit_Price,Zip_Code
Woodmere,Jason Klamczynski,Small Business,0.09,1,2012-01-16,39173,Critical,36,0.52,Office Supplies,Wrap Bag,Rubber Bands,3.23,East,5533,76.48,2012-01-18,Regular Air,0.78,New York,2.18,11598
Murfreesboro,Christina Anderson,Corporate,0.04,1,2012-01-16,22147,Low,37,0.44,Furniture,Small Pack,Office Furnishings,175.07,South,3086,832.14,2012-01-20,Regular Air,8.99,Tennessee,22.72,37130
Boardman,Xylona Price,Corporate,0.01,1,2012-01-16,30915,Low,25,0.59,Technology,Small Box,Telephones and Communication,561.13,East,4342,2836.05,2012-01-21,Regular Air,8.99,Ohio,125.99,44512
Palm Beach Gardens,Katherine Ducich,Corporate,0.06,1,2012-01-17,10272,Medium,26,0.39,Office Supplies,Small Box,Paper,76.43,South,1416,566.39,2012-01-17,Regular Air,8.18,Florida,22.84,33403
Wilmette,Carlos Soltero,Small Business,0.08,1,2012-01-17,12771,Critical,40,0.39,Office Supplies,Small Box,Labels,-193.44,Central,1781,1143.49,2012-01-17,Regular Air,19.99,Illinois,30.53,60091
Sioux Falls,Paul Prost,Corporate,0.1,1,2012-01-17,46884,Medium,25,0.55,Office Supplies,Wrap Bag,Pens and Art Supplies,39.52,Central,6587,280.43,2012-01-18,Regular Air,2.36,South Dakota,11.55,57103
Clarksville,Randy Ferguson,Home Office,0.05,1,2012-01-17,32868,Not Specified,39,0.55,Office Supplies,Small Pack,Pens and Art Supplies,200.53,South,4612,1101.28,2012-01-18,Regular Air,6.17,Tennessee,28.15,37042
Cranston,Benjamin Venier,Small Business,0.05,1,2012-01-17,1921,Medium,24,0.57,Office Supplies,Jumbo Drum,Appliances,541.47,East,278,7871.91,2012-01-19,Delivery Truck,91.05,Rhode Island,328.14,2910
Meridian,Joel Eaton,Home Office,0.05,1,2012-01-17,43620,Medium,11,0.36,Office Supplies,Wrap Bag,Paper,-0.13,South,6159,49.76,2012-01-19,Express Air,2.26,Mississippi,4.2,39301
Palm Beach Gardens,Katherine Ducich,Corporate,0.03,1,2012-01-17,10272,Medium,3,0.4,Office Supplies,Small Box,Envelopes,-50.43,South,1415,299.08,2012-01-19,Regular Air,19.99,Florida,90.48,33403
Bartlett,Paul Prost,Corporate,0.1,1,2012-01-17,46884,Medium,18,0.36,Office Supplies,Small Box,Envelopes,40.3,South,6585,130.11,2012-01-19,Regular Air,1.39,Tennessee,7.64,38134
Woodridge,Carlos Soltero,Small Business,0.01,1,2012-01-17,12771,Critical,46,0.59,Office Supplies,Wrap Bag,Pens and Art Supplies,-43.1,Central,1782,78.08,2012-01-19,Regular Air,1.57,Illinois,1.68,60517
Bartlett,Paul Prost,Corporate,0,1,2012-01-17,46884,Medium,3,0.59,Technology,Small Box,Telephones and Communication,-509.94,South,6586,337.34,2012-01-19,Regular Air,2.5,Tennessee,125.99,38134
Northport,John Lee,Corporate,0.06,1,2012-01-17,18945,Medium,33,0.42,Technology,Small Pack,Computer Peripherals,168.54,South,2619,528.54,2012-01-19,Regular Air,1.99,Alabama,16.48,35473
Meridian,Joel Eaton,Home Office,0.05,1,2012-01-17,43620,Medium,13,0.43,Office Supplies,Small Box,Appliances,-89.35,South,6158,196.22,2012-01-20,Regular Air,13.32,Mississippi,14.81,39301
Miami,Natalie Webber,Corporate,0.05,1,2012-01-18,22118,High,50,0.38,Office Supplies,Small Box,Binders and Binder Accessories,1315.75,South,3084,2842.54,2012-01-18,Regular Air,1.49,Florida,58.1,33142
Tupelo,Kristen Hastings,Corporate,0.06,1,2012-01-18,58784,Medium,29,0.38,Office Supplies,Small Box,Paper,573.8,South,8221,1379.1,2012-01-18,Regular Air,5.81,Mississippi,48.91,38801
Tupelo,Kristen Hastings,Corporate,0.02,1,2012-01-18,58784,Medium,12,0.35,Office Supplies,Small Box,Envelopes,1.46,South,8220,141.9,2012-01-19,Regular Air,5.72,Mississippi,11.58,38801
Tupelo,Kristen Hastings,Corporate,0.02,1,2012-01-18,58784,Medium,17,0.59,Office Supplies,Small Box,Storage and Organization,-210.09,South,8222,278.76,2012-01-19,Regular Air,17.78,Mississippi,15.51,38801
Willow Grove,Kristen Hastings,Corporate,0.05,1,2012-01-18,58784,Medium,25,0.55,Furniture,Jumbo Drum,Chairs and Chairmats,2372.08,East,8223,8875.17,2012-01-20,Delivery Truck,39,Pennsylvania,350.99,19090
Willow Grove,Kristen Hastings,Corporate,0.04,1,2012-01-18,58784,Medium,20,0.49,Technology,Small Box,Office Machines,-67.38,East,8224,331.21,2012-01-20,Express Air,9.4,Pennsylvania,15.99,19090
Granger,Erica Bern,Corporate,0.1,1,2012-01-18,48199,Not Specified,47,0.4,Office Supplies,Small Box,Envelopes,279.74,Central,6772,672.46,2012-01-21,Regular Air,1.39,Indiana,15.74,46530
Santa Fe,Arthur Gainer,Consumer,0.09,1,2012-01-19,66,Low,41,0.56,Office Supplies,Wrap Bag,Pens and Art Supplies,7.57,West,11,108.15,2012-01-19,Regular Air,0.7,New Mexico,2.88,87505
South Burlington,Chris Cortes,Consumer,0,1,2012-01-19,20711,Critical,18,0.39,Technology,Jumbo Box,Office Machines,-101.66,East,2875,2215.96,2012-01-20,Delivery Truck,56.14,Vermont,119.99,5403
Hamilton,Stuart Calhoun,Consumer,0.09,1,2012-01-19,16999,Critical,18,0.55,Office Supplies,Small Box,Appliances,1081.62,East,2357,3568.45,2012-01-21,Regular Air,0.99,Ohio,207.48,45011
Oxford,Chris Cortes,Consumer,0.1,1,2012-01-19,20711,Critical,5,0.37,Office Supplies,Small Box,Paper,-19.52,East,2874,98.66,2012-01-21,Regular Air,9.03,MA,18.97,1540
Sanford,Tanja Norvell,Corporate,0.02,1,2012-01-20,38340,Critical,36,0.57,Office Supplies,Small Box,Appliances,684.9,South,5392,2167.05,2012-01-21,Regular Air,3.5,Florida,60.22,32771
Allen,Cynthia Arntzen,Small Business,0.02,1,2012-01-20,44197,High,27,0.65,Furniture,Jumbo Box,Bookcases,-229.79,Central,6237,3970.33,2012-01-23,Delivery Truck,53.48,Texas,140.98,75002
Holladay,Larry Tron,Home Office,0.04,1,2012-01-21,32800,Not Specified,33,0.64,Furniture,Jumbo Drum,Chairs and Chairmats,1161.75,West,4600,11336.37,2012-01-22,Delivery Truck,58.92,Utah,355.98,84117
Des Moines,Roy Phan,Corporate,0.03,1,2012-01-21,35936,Medium,40,0.61,Furniture,Large Box,Office Furnishings,813.33,West,5043,4152.55,2012-01-22,Regular Air,24.49,Washington,105.34,98198
Pittsburgh,Rob Haberlin,Corporate,0.04,1,2012-01-21,38021,Medium,16,0.59,Office Supplies,Jumbo Drum,Appliances,834.96,East,5349,4407.03,2012-01-22,Delivery Truck,23.19,Pennsylvania,279.81,15122
Pittsburgh,Rob Haberlin,Corporate,0.02,1,2012-01-21,38021,Medium,36,0.36,Office Supplies,Small Box,Labels,81.77,East,5350,173.22,2012-01-22,Regular Air,0.5,Pennsylvania,4.91,15122
Des Moines,Roy Phan,Corporate,0.08,1,2012-01-21,35936,Medium,41,0.35,Office Supplies,Small Box,Binders and Binder Accessories,-10.38,West,5042,312.26,2012-01-22,Regular Air,4.71,Washington,7.84,98198
Holladay,Larry Tron,Home Office,0.09,1,2012-01-21,32800,Not Specified,19,0.37,Office Supplies,Small Box,Paper,8.79,West,4601,354.13,2012-01-22,Regular Air,8.68,Utah,19.98,84117
Wooster,Harold Ryan,Home Office,0.04,1,2012-01-21,49505,Critical,34,0.43,Technology,Small Pack,Computer Peripherals,85.83,East,6937,335.59,2012-01-22,Express Air,1.99,Ohio,9.78,44691
Cleveland Heights,Arthur Prichep,Small Business,0.05,1,2012-01-21,31138,High,37,0.65,Furniture,Jumbo Box,Tables,-1756.44,East,4370,1251.18,2012-01-23,Delivery Truck,45.51,Ohio,31.76,44106
Sioux City,Rob Haberlin,Corporate,0.02,1,2012-01-21,38021,Medium,46,0.37,Office Supplies,Small Box,Binders and Binder Accessories,709.33,Central,5351,1482.01,2012-01-23,Regular Air,1.49,Iowa,30.44,51106
Wooster,Harold Ryan,Home Office,0.04,1,2012-01-21,49505,Critical,12,0.35,Office Supplies,Small Box,Binders and Binder Accessories,-8.5,East,6936,97.74,2012-01-23,Regular Air,4.71,Ohio,7.84,44691
Holladay,Larry Tron,Home Office,0.07,1,2012-01-21,32800,Not Specified,40,0.37,Office Supplies,Small Box,Paper,69.08,West,4602,751.94,2012-01-23,Regular Air,8.68,Utah,19.98,84117
Smithtown,Aaron Smayling,Small Business,0.07,1,2012-01-21,37638,Low,33,0.39,Office Supplies,Small Box,Labels,-140.54,East,5287,139.98,2012-01-23,Regular Air,6.89,New York,4.13,11787
Jupiter,Thea Hudgings,Consumer,0.05,1,2012-01-21,52608,Low,36,0.52,Office Supplies,Wrap Bag,Pens and Art Supplies,40.04,South,7378,147.71,2012-01-25,Regular Air,0.7,Florida,3.98,33458
Fountain,Andrew Allen,Corporate,0.1,1,2012-01-21,58759,Low,4,0.4,Office Supplies,Wrap Bag,Paper,-6.88,West,8219,33.44,2012-01-28,Regular Air,2.87,Colorado,8.01,80817
Saginaw,Khloe Miller,Corporate,0,1,2012-01-22,28225,Critical,9,0.47,Furniture,Small Box,Office Furnishings,-49.81,Central,3956,206.04,2012-01-22,Regular Air,14.39,Michigan,20.28,48601
Lino Lakes,Nathan Mautz,Home Office,0.02,1,2012-01-22,53891,High,36,0.36,Office Supplies,Small Box,Binders and Binder Accessories,-17.45,Central,7535,562.8,2012-01-22,Regular Air,9.73,Minnesota,15.22,55014
Hialeah,Russell Applegate,Small Business,0,1,2012-01-22,55360,Medium,39,0.68,Furniture,Jumbo Box,Tables,1517.12,South,7725,8865.1,2012-01-23,Delivery Truck,29.1,Florida,217.85,33012
Mobile,Nathan Mautz,Home Office,0.02,1,2012-01-22,53891,High,44,0.67,Furniture,Medium Box,Office Furnishings,-237.6,South,7537,4039.72,2012-01-23,Express Air,39.61,Alabama,92.23,36608
Mobile,Nathan Mautz,Home Office,0.03,1,2012-01-22,53891,High,25,0.58,Technology,Small Box,Telephones and Communication,553.36,South,7538,2570.94,2012-01-23,Express Air,5.92,Alabama,115.99,36608
Kingsport,Amy Hunt,Home Office,0.09,1,2012-01-22,7815,Critical,6,0.75,Technology,Small Box,Computer Peripherals,-125.96,South,1058,187.37,2012-01-23,Regular Air,5.5,Tennessee,32.98,37664
Mobile,Nathan Mautz,Home Office,0.07,1,2012-01-22,53891,High,27,0.48,Technology,Small Box,Computer Peripherals,812.38,South,7536,4584.73,2012-01-23,Regular Air,19.99,Alabama,179.99,36608
Elyria,Guy Phonely,Corporate,0.01,1,2012-01-22,28225,Critical,13,0.83,Office Supplies,Large Box,Storage and Organization,-330.14,East,3955,1160.59,2012-01-24,Regular Air,35,Ohio,80.98,44035
Hialeah,Russell Applegate,Small Business,0.07,1,2012-01-22,55360,Medium,49,0.38,Office Supplies,Small Box,Labels,50.74,South,7724,134.83,2012-01-24,Regular Air,0.5,Florida,2.89,33012
Newton,Jocasta Rupert,Consumer,0,1,2012-01-23,10661,Not Specified,18,0.58,Furniture,Jumbo Box,Bookcases,7513.88,Central,1909,28180.08,2012-01-26,Delivery Truck,44.55,Minnesota,880.98,56001
Reston,Jocasta Rupert,Consumer,0.07,1,2012-01-23,10661,Not Specified,42,0.4,Office Supplies,Small Pack,Scissors Rulers and Trimmers,-99.34,Central,1481,136.41,2012-01-24,Regular Air,8.37,Kansas,6.84,67114
Parkland,Victoria Brennan,Small Business,0.01,1,2012-01-23,24802,Medium,18,0.67,Office Supplies,Small Box,Paper,488.31,South,1482,1312.65,2012-01-25,Regular Air,5.76,Virginia,30.98,20190
Wheat Ridge,Cynthia Delaney,Corporate,0.01,1,2012-01-24,19234,High,24,0.52,Technology,Small Box,Computer Peripherals,-23.44,West,3485,1383.2,2012-01-25,Regular Air,12.14,Washington,73.98,98444
Vincennes,Filia McAdams,Small Business,0.1,1,2012-01-24,29319,Low,30,0,Office Supplies,Medium Box,Appliances,-11.15,West,2664,359.65,2012-01-24,Regular Air,6.75,Colorado,14.42,80033
Franklin,Michael Dominguez,Home Office,0.01,1,2012-01-24,58277,Medium,23,0.5,Furniture,Large Box,Chairs and Chairmats,1151.69,Central,4125,6654.39,2012-01-26,Regular Air,24.49,Indiana,238.4,47591
Vincennes,Filia McAdams,Small Business,0.03,1,2012-01-24,29319,Low,21,0.46,Office Supplies,Medium Box,Appliances,-23.35,Central,8148,294.68,2012-01-26,Regular Air,6.96,Wisconsin,11.7,53132
Bayonne,Debra Catini,Small Business,0.08,1,2012-01-24,33025,Low,5,0.58,Technology,Large Box,Copiers and Fax,983.55,Central,4126,4429.69,2012-01-26,Express Air,24.49,Indiana,199.99,47591
Menlo Park,Giulietta Dortch,Corporate,0.06,1,2012-01-25,7043,Critical,4,0.53,Office Supplies,Small Box,Appliances,-19.06,East,4639,318.31,2012-01-29,Regular Air,0.99,New Jersey,67.84,7002
Hilton Head Island,Laurel Beltran,Consumer,0.1,1,2012-01-25,12869,Not Specified,15,0.57,Furniture,Small Pack,Office Furnishings,-8.93,West,970,11.08,2012-01-26,Regular Air,4.08,California,1.74,94025
Sanford,Tanja Norvell,Corporate,0.03,1,2012-01-26,24544,High,15,0.6,Technology,Small Box,Telephones and Communication,-43,South,1797,1532.48,2012-01-28,Regular Air,8.99,South Carolina,125.99,29915
Muscatine,Gene Hale,Consumer,0.03,1,2012-01-26,20422,High,30,0.49,Furniture,Jumbo Drum,Chairs and Chairmats,-97.47,South,3437,403.71,2012-01-27,Delivery Truck,14.36,Florida,25.98,32771
Sanford,Tanja Norvell,Corporate,0.1,1,2012-01-26,24544,High,39,0.81,Furniture,Small Pack,Office Furnishings,115.21,Central,2830,447.33,2012-01-27,Regular Air,5,Iowa,14.34,52761
Saint Petersburg,Tanja Norvell,Corporate,0.08,1,2012-01-26,24544,High,31,0.38,Office Supplies,Large Box,Storage and Organization,-1212.55,South,3438,1243.45,2012-01-27,Regular Air,35,Florida,32.48,32771
Benton,Stefanie Holloman,Small Business,0.06,1,2012-01-26,55937,Medium,24,0.74,Technology,Medium Box,Office Machines,1771.15,South,3436,4587.3,2012-01-27,Express Air,13.99,Florida,150.98,33710
Mount Lebanon,Ken Brennan,Consumer,0.08,1,2012-01-26,17186,Medium,49,0.74,Furniture,Jumbo Box,Tables,53.79,South,7824,7332.09,2012-01-28,Delivery Truck,85.63,Arkansas,376.13,72015
Allen Park,Gene Hale,Consumer,0.01,1,2012-01-26,20422,High,5,0.38,Furniture,Medium Box,Office Furnishings,-1549.14,East,2371,4321.63,2012-01-28,Regular Air,56.2,Pennsylvania,90.98,15228
Mount Lebanon,Ken Brennan,Consumer,0.07,1,2012-01-26,17186,Medium,11,0.4,Office Supplies,Small Box,Labels,1.61,Central,2829,15.38,2012-01-28,Regular Air,0.5,Michigan,2.89,48101
Benton,Stefanie Holloman,Small Business,0.09,1,2012-01-26,55937,Medium,10,0.67,Office Supplies,Small Box,Paper,-29.98,East,2372,67.14,2012-01-28,Regular Air,5.35,Pennsylvania,5.98,15228
Dickinson,Sean O'Donnell,Corporate,0.09,1,2012-01-27,15718,Critical,36,0.58,Technology,Small Box,Computer Peripherals,-146.2,South,7823,392.77,2012-01-28,Regular Air,7.12,Arkansas,39.98,72015
Eau Claire,Michael Dominguez,Home Office,0.08,1,2012-01-27,11686,Not Specified,38,0.59,Office Supplies,Wrap Bag,Pens and Art Supplies,8.4,Central,2182,100.87,2012-01-28,Regular Air,0.7,North Dakota,2.94,58601
Sandusky,Sean O'Donnell,Corporate,0.03,1,2012-01-27,15718,Critical,41,0.58,Technology,Small Box,Telephones and Communication,1312.34,Central,1615,6121.2,2012-01-28,Regular Air,2.5,Wisconsin,205.99,54703
Royal Palm Beach,Victor Price,Consumer,0.02,1,2012-01-27,10530,Medium,4,0.57,Office Supplies,Small Pack,Pens and Art Supplies,360.63,East,2183,1863.02,2012-01-29,Regular Air,8.99,Ohio,43.98,44870
Sandusky,Sean O'Donnell,Corporate,0.06,1,2012-01-27,15718,Critical,50,0.38,Technology,Small Box,Telephones and Communication,-411.65,South,1461,377.21,2012-01-29,Regular Air,2.5,Florida,110.99,33411
Provo,Cari Sayre,Home Office,0.03,1,2012-01-28,17155,Medium,31,0.81,Office Supplies,Wrap Bag,Rubber Bands,-3.05,East,2184,55.89,2012-01-30,Regular Air,0.7,Ohio,1.14,44870
Provo,Cari Sayre,Home Office,0,1,2012-01-28,17155,Medium,36,0.39,Office Supplies,Large Box,Storage and Organization,-900.27,West,2369,1065.26,2012-01-28,Express Air,35,Utah,32.48,84604
Laguna Niguel,Adam Hart,Corporate,0.06,1,2012-01-28,19047,High,1,0.37,Office Supplies,Wrap Bag,Paper,85.17,West,2368,267.53,2012-01-29,Express Air,2,Utah,6.88,84604
Laguna Niguel,Adam Hart,Corporate,0.02,1,2012-01-28,19047,High,3,0.59,Office Supplies,Small Box,Paper,-22.82,West,2631,67.49,2012-01-29,Regular Air,14.3,California,55.48,92677
Oro Valley,Cindy Chapman,Corporate,0.03,1,2012-01-28,8868,Low,34,0.36,Office Supplies,Wrap Bag,Pens and Art Supplies,-4.28,West,2632,6.76,2012-01-30,Regular Air,1.57,California,1.68,92677
Oro Valley,Cindy Chapman,Corporate,0.02,1,2012-01-28,8868,Low,3,0.57,Office Supplies,Small Box,Binders and Binder Accessories,-102.27,West,1210,179.99,2012-02-01,Regular Air,5.74,Arizona,5.18,85737
North Platte,Liz MacKendrick,Corporate,0.02,1,2012-01-29,20480,Medium,4,0.56,Office Supplies,Small Box,Appliances,-44.05,West,1209,190.45,2012-02-06,Regular Air,3.99,Arizona,59.98,85737
Chesapeake,Katherine Hughes,Consumer,0.09,1,2012-01-29,20484,Critical,14,0.56,Furniture,Jumbo Box,Bookcases,-219.93,Central,2841,1042.63,2012-01-31,Delivery Truck,60.2,Nebraska,240.98,69101
Mechanicsville,Liz MacKendrick,Corporate,0.02,1,2012-01-29,20480,Medium,38,0.35,Technology,Small Box,Telephones and Communication,17.68,South,2844,1122.64,2012-01-31,Regular Air,4.9,Virginia,95.99,23320
Champaign,Eugene Barchas,Corporate,0.08,1,2012-01-30,35847,Critical,23,0.64,Office Supplies,Small Box,Binders and Binder Accessories,7604.95,South,2840,16147.61,2012-02-01,Regular Air,19.99,Virginia,420.98,23111
Rock Island,Clay Rozendal,Corporate,0.1,1,2012-01-30,5316,Critical,42,0.42,Technology,Small Pack,Computer Peripherals,-144.27,Central,5031,361.65,2012-01-30,Express Air,8.99,Illinois,15.98,61821
Franklin Park,Rick Reed,Consumer,0.07,1,2012-01-30,21383,Low,31,0.37,Technology,Small Pack,Computer Peripherals,514.07,Central,735,1285.37,2012-02-01,Regular Air,1.99,Illinois,31.78,61201
Brooklyn Center,Matt Abelman,Home Office,0.09,1,2012-01-31,30341,Low,42,0.62,Technology,Large Box,Office Machines,7416.43,Central,2956,16066.85,2012-02-04,Regular Air,24.49,Illinois,574.74,60131
Brooklyn Center,Matt Abelman,Home Office,0.09,1,2012-01-31,30341,Low,41,0.39,Furniture,Jumbo Drum,Chairs and Chairmats,470.3,Central,4259,6244.18,2012-01-31,Delivery Truck,30,Minnesota,160.98,55429
Wheeling,Dave Brooks,Corporate,0.04,1,2012-01-31,52416,Not Specified,40,0.72,Office Supplies,Small Box,Labels,105.91,Central,4260,239.75,2012-01-31,Regular Air,0.5,Minnesota,6.3,55429
Wheeling,Dave Brooks,Corporate,0.05,1,2012-01-31,52416,Not Specified,6,0.36,Furniture,Jumbo Box,Tables,-528.65,East,7357,9141.64,2012-02-01,Delivery Truck,69.64,West Virginia,218.75,26003
West Palm Beach,Maria Zettner,Corporate,0,1,2012-01-31,15270,Not Specified,36,0.38,Office Supplies,Wrap Bag,Paper,-16.95,East,7356,49.81,2012-02-02,Regular Air,5.83,West Virginia,7.64,26003
Hanover,Art Foster,Home Office,0.1,1,2012-01-31,18595,Critical,6,0.52,Office Supplies,Wrap Bag,Paper,90.86,South,2138,257.91,2012-02-02,Regular Air,1.6,Florida,6.98,33407
Hanover,Art Foster,Home Office,0.03,1,2012-01-31,18595,Critical,16,0.59,Office Supplies,Medium Box,Appliances,-35.19,East,2576,451.44,2012-02-02,Regular Air,13.99,Pennsylvania,78.65,17331
Jonesboro,John Lee,Corporate,0.1,1,2012-01-31,40101,Low,46,0.45,Office Supplies,Small Pack,Scissors Rulers and Trimmers,0.9,East,2577,138.55,2012-02-02,Regular Air,2.64,Pennsylvania,8.34,17331
Brooklyn Center,Matt Abelman,Home Office,0,1,2012-01-31,30341,Low,30,0.36,Technology,Small Box,Computer Peripherals,33.77,South,5670,2188.06,2012-02-05,Express Air,19.99,Arkansas,49.99,72401
Sherwood,Marc Crier,Consumer,0.06,1,2012-02-01,30053,Critical,41,0.37,Office Supplies,Wrap Bag,Paper,62.46,Central,4261,150.2,2012-02-07,Regular Air,0.8,Minnesota,4.98,55429
West Lafayette,Joy Smith,Corporate,0.06,1,2012-02-01,32676,Critical,37,0.55,Technology,Jumbo Drum,Office Machines,349.22,South,4231,3279.01,2012-02-03,Delivery Truck,33.6,Arkansas,80.97,72116
Fort Wayne,Erica Bern,Corporate,0.01,1,2012-02-01,4454,Low,17,0.37,Technology,Small Pack,Computer Peripherals,523.43,Central,4594,1697.44,2012-02-04,Regular Air,1.99,Indiana,45.19,47906
Eagle,Darren Powers,Corporate,0.02,1,2012-02-02,38529,Low,38,0.38,Office Supplies,Small Box,Labels,21.42,Central,636,55.45,2012-02-06,Regular Air,0.5,Indiana,3.08,46806
Cincinnati,Alejandro Grove,Consumer,0,1,2012-02-02,39904,Not Specified,44,0.49,Office Supplies,Wrap Bag,Rubber Bands,-0.49,West,5421,44.85,2012-02-02,Regular Air,0.7,Idaho,1.14,83616
Cuyahoga Falls,Bill Overfelt,Corporate,0.1,1,2012-02-02,19493,Critical,31,0.68,Furniture,Small Box,Office Furnishings,-144.56,East,5639,363.92,2012-02-03,Regular Air,7.96,Ohio,8.09,45231
Burlington,Alan Schoenberger,Corporate,0.09,1,2012-02-02,55713,High,49,0.74,Furniture,Large Box,Tables,-372.49,East,2693,4713.25,2012-02-03,Regular Air,69,Ohio,154.13,44221
Fort Wayne,Erica Bern,Corporate,0.04,1,2012-02-02,13604,Not Specified,38,0.45,Furniture,Jumbo Drum,Chairs and Chairmats,-2426.55,East,7786,5718.85,2012-02-04,Delivery Truck,70.2,Vermont,122.99,5401
Fort Wayne,Erica Bern,Corporate,0.07,1,2012-02-02,13604,Not Specified,42,0.74,Technology,Small Box,Computer Peripherals,1166.4,Central,1896,3152.75,2012-02-04,Regular Air,6.13,Indiana,83.1,46806
Pueblo,Carol Darley,Home Office,0.1,1,2012-02-03,21222,Not Specified,36,0.51,Furniture,Medium Box,Office Furnishings,-1396.22,Central,1897,3609.88,2012-02-05,Regular Air,56.2,Indiana,90.98,46806
Pueblo,Carol Darley,Home Office,0.02,1,2012-02-03,21222,Not Specified,26,0.85,Furniture,Wrap Bag,Office Furnishings,-32.4,West,2928,181.39,2012-02-05,Regular Air,3.63,Colorado,5.08,81001
Brooklyn Park,Matt Abelman,Home Office,0.08,1,2012-02-04,41988,Low,33,0.56,Technology,Small Box,Telephones and Communication,-120.93,West,2929,846.08,2012-02-05,Regular Air,5,Colorado,35.99,81001
Coral Gables,Henia Zydlo,Home Office,0.08,1,2012-02-04,14400,Medium,43,0.71,Technology,Jumbo Drum,Office Machines,751.58,Central,5919,4610.35,2012-02-04,Delivery Truck,17.85,Minnesota,145.45,55445
Spartanburg,Michael Grace,Corporate,0.01,1,2012-02-04,25120,Medium,22,0.37,Furniture,Jumbo Box,Tables,-2110.56,South,2018,6089.05,2012-02-05,Delivery Truck,80.2,Florida,146.05,33134
